what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286959135
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274286961382
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286961619
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286961678
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274286961773
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286963698
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286963793
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286963793
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274286964758
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286964758
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286967028
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286967077
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274286970238
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286970239
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286971676
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286971718
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274286973259
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286973259
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286975047
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286975088
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274286978131
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286978131
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286979801
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286979846
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274286982045
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286982313
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286982363
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286984563
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286984563
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274286985764
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274286985764
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274286989136
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287026821
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274287030601
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274287030642
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1274287036681
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287039751
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287042146
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287046113
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1274287047812
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1274287052827
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287054047
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287054284
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1274287058376
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287059886
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287060120
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287065448
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287081998
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287082125
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287083696
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287085968
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287086085
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287092232
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287105380
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287105507
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287113970
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287117057
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAs",1274287117094
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287128593
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287139954
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287140059
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287178891
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1274287180780
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287192465
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287194057
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287194170
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1274287196928
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287238897
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287240726
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274287240851
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287240852
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274287251462
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287252957
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287256136
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287256247
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274287258291
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274287258342
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274287260840
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274287260840
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287306017
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287308057
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287308159
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287315025
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287325848
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287325955
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287341926
started,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1274287370039
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287375620
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274287377335
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287380738
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287390362
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274287392173
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287402564
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287403884
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287403985
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287404931
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287405549
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287410093
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287411007
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287411112
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287412010
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287453523
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287455297
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287455411
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287456489
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287456924
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287457372
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287472189
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287473842
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287473960
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287474699
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287484259
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287485801
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287485903
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287486976
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287494253
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287495680
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287495785
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287496442
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287502504
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1274287505634
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287507302
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287507820
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287508271
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287522337
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1274287525004
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287534354
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287555619
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287607651
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287613271
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1274287615561
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274287615831
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1274287615878
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287619142
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287668563
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1274287672491
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1274287674439
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287699754
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287795539
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1274287800670
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1274287804993
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287805959
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287807704
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1274287809504
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287810471
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287810690
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1274287813262
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287814376
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287814589
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1274287816537
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287817519
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287818044
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1274287823260
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287824528
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287824731
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1274287835494
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287838216
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1274287838445
